uce	aristochromis_christiae_ID25	astatotilapia_burtoni_ID32	aulonocara_stuartgranti_ID26	bathybates_minor_ID90	boulengerochromis_microlepis_ID79	capidochromis_eucinostomus_ID12	chalinochromis_brichardi_ID57	cheilotilapia_euchilus_ID23	cheilotilapia_rhodessi_ID24	copadichromis_trimaculatus_ID18	cyathichromis_obliquidens_ID3	cyprichromis_pavo_ID84	docimodus_evelynae_ID10	ectodus_descampsii_ID55	eretmodus_cyanostictus_ID82	fossorichromis_rostratus_ID28	genyochromis_mento_ID7	gnathochromis_permaxillaris_ID60	haplochromis_thereuterion_ID71	haplotaxodon_microlepis_ID77	harpagochromis_golden_duck_ID73	harpagochromis_orange_rock_hunter_ID89	harpagochromis_serranus_ID87	harpagochromis_two_stripe_white_lip_ID88	hemitilapia_oxyrhynchus_ID15	julidochromis_dickfeldi_ID45	labeotropheus_fullbornei_ID8	labeotropheus_trewavase_ID6	labidochromis_gigas_ID30	lamprologus_callipterus_ID56	lamprologus_signatus_ID70	lamprologus_speciosus_ID65	lepidiolamprologus_attenuatus_ID47	lepidiolamprologus_boulengeri_ID36	lepidiolamprologus_hecqui_ID58	lepidiolamprologus_leimairii_ID69	lepidiolamprologus_meeli_kipili_ID40	lepidiolamprologus_nkambae_ID41	lepidiolamprologus_profundicola_ID76	lepidolamprologus_elongatus_ID34	limnochromis_auritus_ID38	lipochromis_parvidens_ID74	melanochromis_auratus_ID4	melanochromis_kaskazini_ID33	metriaclima_greshakae_ID11	metriaclima_patricki_ID22	neolamprologus_bifasciatus_ID80	neolamprologus_brichardi_ID50	neolamprologus_cylindricus_ID68	neolamprologus_fasciatus_ID86	neolamprologus_furcifer_ID66	neolamprologus_helianthus_ID83	neolamprologus_longicaudata_ID54	neolamprologus_longior_ID35	neolamprologus_modestus_ID61	neolamprologus_niger_ID59	neolamprologus_nigriventer_ID67	neolamprologus_obscurus_ID53	neolamprologus_olivaceous_ID85	neolamprologus_prochilus_ID51	neolamprologus_pulcher_ID42	neolamprologus_savoryi_ID39	neolamprologus_sexfasciatus_ID63	neolamprologus_tetracanthus_ID46	neolamprologus_walteri_ID52	nimbochromis_polystigma_ID2	ophthalmotilapia_boops_ID44	ophthalmotilapia_nasuta_ID37	otopharynx_heterodon_ID13	otopharynx_lithobates_ID16	otopharynx_picta_ID14	petrotilapia_nigra_ID9	placidochromis_electra_ID21	placidochromis_milomo_ID17	prognathochromis_perrieri_ID49	psedotropheus_crabro_ID27	pseudotropheus_flavus_ID19	ptyochromis_cf_ID72	pundamila_pundamila_ID75	pyxichromis_orthostoma_ID62	rhamphochromis_longiceps_ID81	simochromis_babaulti_ID48	stigmatochromis_woodei_ID20	taeniolethrinops_preorbitalis_ID29	telmatochromis_dhonti_ID43	telmatochromis_temporalis_ID64	trematochromis_benthicola_ID78	tropheops_microstoma_ID1	tyrannochromis_nigriventer_ID5	variabilichromis_moorii_ID31
uce-591	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-590	1	1	1	1	1	1	.	.	1	1	.	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1
uce-597	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1
uce-596	1	1	1	1	1	1	.	.	1	1	.	1	1	.	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	.	.	1	.	1	.	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.
uce-595	1	1	1	.	1	1	1	1	1	.	.	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1
uce-594	.	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	.	1	1	.	.	1	1
uce-17	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	.	.	.	.	.	.	.	.
uce-16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-15	1	1	1	1	.	1	.	.	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	.	1
uce-14	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1
uce-13	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1
uce-12	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-11	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1
uce-10	1	.	1	1	.	1	.	.	1	1	.	.	1	.	1	1	1	.	1	1	1	.	1	.	1	.	.	1	1	.	.	1	.	.	.	1	.	.	.	1	1	1	1	.	1	1	1	1	.	.	1	.	1	.	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1
uce-386	1	1	1	.	1	1	1	1	1	1	.	.	1	1	.	.	1	1	1	.	1	.	1	1	1	1	.	.	1	.	.	1	1	1	.	1	.	.	1	1	1	.	1	.	1	.	1	.	.	1	1	1	1	.	.	1	.	.	1	1	1	1	1	1	.	.	1	.	1	.	1	1	.	.	.	.	1	1	1	1	1	.	1	1	1	1	.	1	1	.
uce-387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1
uce-384	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-385	1	.	.	1	.	.	.	.	.	1	1	1	.	1	.	1	.	.	.	.	1	1	1	1	.	.	1	.	1	1	.	.	.	.	1	1	1	.	.	.	.	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	.	1	1	.	.	1	1	.	1	1	.	1	.	.	.	.	1	.	1	1	1	.	.	1	.	1	.	.	.
uce-382	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	.	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	.	1	1	.	1	1	1	.	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.
uce-18	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.
uce-875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-876	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-877	1	.	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	.	.	1	.	1	1	1	1	.	1	.	1	.	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	.
uce-870	.	.	1	1	.	.	.	.	1	.	.	1	.	1	.	1	1	.	1	1	.	.	.	.	1	.	.	1	1	.	1	1	.	.	1	.	.	.	1	.	1	.	1	.	.	1	1	.	.	.	.	1	.	1	.	1	1	1	1	.	.	1	1	1	1	1	1	.	1	1	1	.	1	.	.	1	1	1	1	.	1	1	1	1	1	.	.	.	1	1
uce-871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1
uce-872	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	.	1	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	.	.	.	1	1	1	1	.	.	1	.	1	1	1
uce-873	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-769	1	.	.	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1
uce-1115	.	1	1	1	.	1	.	1	1	1	1	.	1	.	1	1	1	1	1	.	1	1	1	1	1	.	1	.	1	1	.	.	.	.	.	1	.	.	1	.	1	.	1	.	1	1	1	.	1	.	.	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	.	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	.	.
uce-1073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	.
uce-878	1	1	1	1	1	.	.	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	.	1	1	.	1	1	.	1	1	.	1	1	1	1	1	.	1	1	.	1	1	1	1	.	.	1	1	1	.	1	.	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-879	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.
uce-625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1
uce-624	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-627	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	.	1	.	.	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-626	1	1	1	1	1	1	1	1	.	1	.	1	1	.	1	1	1	.	1	1	1	.	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	.	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	.	.	1	.	1	1	.	1	1	.	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	.	.	1
uce-188	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	.	1	1	.
uce-623	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	.
uce-622	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	1	1	1	1
uce-184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-185	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	.	.	1	1	1	1	.	1	1	1	1	.	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1
uce-186	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-187	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-180	1	1	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	.	1	1	.	1	1	1	1	1	1	1	.	1	1	1	.	1	.	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	.	.	1	1	1	1	1	1
uce-181	1	1	.	1	1	1	.	1	1	1	.	.	1	1	1	1	1	1	1	1	.	1	1	.	1	.	1	1	1	.	1	1	.	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	.	.	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	1	.	1	1	1	1	1	1	1	1
uce-182	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-183	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1
uce-748	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	1
uce-749	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	.	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-746	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	.	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-747	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1
uce-744	.	.	1	1	1	1	1	1	1	1	1	.	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	.	.	1	1	.	.	1	1	.	1
uce-745	.	.	1	1	1	1	.	1	1	.	1	1	1	.	.	1	1	1	.	1	1	1	1	1	.	1	1	1	.	1	1	1	.	1	.	.	.	1	1	1	1	1	1	1	.	1	1	1	.	.	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	.	1	1	1	1	1	.	1	1	.	1	1	.	1	1	1	1
uce-742	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-743	1	.	1	.	1	.	.	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1
uce-740	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-741	1	1	1	1	1	.	.	1	1	.	1	.	.	1	.	.	1	1	1	1	.	1	1	1	.	1	.	1	.	1	1	1	.	1	.	1	1	1	1	1	1	1	.	1	1	.	1	1	1	.	1	.	1	1	1	1	.	.	1	1	1	.	1	1	1	.	1	1	1	1	1	1	.	1	1	.	.	1	1	.	.	1	1	1	1	.	1	1	1	1
uce-1045	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-1325	1	.	1	.	1	1	.	1	.	1	.	1	.	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	.	1	1	1	1	1	1	.	.	1	.	1	.	1	1	1	1	.	1	.	.	1	.	.	1	1	.	1	1	.	1	1	1	.	1	.	1	.	.	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1
uce-1130	.	.	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	1	1	1	1	.	1	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-1044	.	1	1	1	1	1	.	1	.	1	1	1	1	.	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	.	1	1	1	1	1	1	1	1	1	1	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
uce-1161	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
uce-910	1	.	1	1	1	1	.	.	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	.	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	.	1	.	1	1	.	1	1	1	1	1	1	1	.	1	1	1
